Age,Ratings,MultipleDeliveries,RoadTrafficDensity,TimeTaken,Distance
29,4.3,0,Low ,26,9.05552527622818
24,4.1,0,Jam ,41,10.705559922566456
23,4.5,0,Low ,15,7.763180728145725
28,4.7,0,Medium ,26,13.787803344105049
20,4.7,0,Low ,21,17.137487720466137
23,4.8,0,Jam ,34,11.916679299181896
21,5.0,0,Jam ,32,12.25768788647758
32,4.5,0,Medium ,26,4.589499485974898
25,4.6,0,Medium ,18,10.5645405240065
21,4.8,0,Medium ,23,4.579058881723712
22,4.9,0,Jam ,28,12.256574293345484
36,4.6,0,Medium ,16,9.05552527622818
28,4.8,0,Medium ,19,10.90643255262644
24,4.5,0,Low ,24,13.405918573409515
31,4.9,0,Medium ,19,9.313979921936829
24,4.9,0,Jam ,26,7.448086298413249
39,4.7,0,Low ,29,19.628444862096828
24,4.7,0,Medium ,11,7.762510040301247
26,4.5,0,Low ,23,10.725566076395744
26,4.8,0,Low ,25,16.903050893124764
23,4.7,0,Jam ,29,7.790158927353353
24,4.5,0,Jam ,12,4.657133019732787
36,4.7,0,Low ,16,4.587794632570259
38,5.0,0,Low ,25,20.18103454730015
21,4.8,0,Low ,17,4.527261449611571
22,4.0,0,Medium ,32,10.90628903612401
30,4.8,0,Medium ,33,4.590771504304922
20,4.8,0,Low ,23,10.41696382430714
21,4.7,0,Jam ,20,20.8518629084594
20,4.9,0,Low ,14,17.13749142626814
25,4.6,0,Jam ,29,9.121044921149023
35,4.6,0,Low ,29,17.076725433787455
23,4.6,0,Low ,14,19.91703823559724
37,4.8,0,Low ,28,12.233735310002295
22,4.7,0,Low ,14,16.720764045683516
39,4.1,0,Medium ,35,12.434585524695017
37,4.6,0,Medium ,44,20.17641424375759
24,4.9,0,Low ,13,8.9401677198572
38,4.1,0,Jam ,40,13.896485534911186
27,4.6,0,Low ,12,4.528282399617019
30,4.6,0,Jam ,28,9.348356418945173
25,4.7,0,Low ,10,9.314965469384536
25,4.6,0,Low ,22,12.2411876806981
26,4.8,0,Jam ,46,17.07478648602303
23,4.5,0,Low ,22,12.073616371291626
25,4.7,0,Jam ,26,11.719450614088524
22,4.6,0,Low ,20,10.445325203326986
31,5.0,0,Medium ,43,19.9161946563934
29,4.9,0,Low ,10,9.177855596170374
26,4.7,0,Medium ,26,4.610073052297271
39,4.9,0,Jam ,42,10.7566978789543
32,4.8,0,Low ,24,12.073397681202833
22,4.3,0,Jam ,31,20.18116177501076
23,4.1,0,Medium ,31,12.435183278471785
22,4.9,0,Jam ,25,10.429991108543984
22,4.9,0,Low ,16,10.710903359703872
20,4.9,0,Jam ,33,10.707345039851983
33,4.1,0,Jam ,34,13.185609351247471
29,4.7,0,Low ,18,4.663544352487351
39,4.7,0,Low ,27,13.830009311592937
39,4.6,0,Jam ,28,7.562364213149845
20,4.6,0,Medium ,23,19.76006371254136
30,4.9,0,Jam ,30,7.772282028979473
37,4.7,0,Jam ,43,20.253459166641417
30,4.8,0,Low ,15,4.663419307511544
33,4.7,0,Medium ,42,12.29343378708805
38,4.4,0,Medium ,43,20.06797119568756
38,4.8,0,Jam ,27,12.464390099249783
30,4.2,0,Medium ,43,10.425475100376447
38,4.8,0,Medium ,22,11.749412783098933
24,4.8,0,Low ,22,9.326829542162994
29,4.5,0,Low ,28,10.724189701066985
29,4.8,0,Jam ,20,9.193093962937311
25,4.9,0,Jam ,15,12.234645516830124
24,4.6,0,Jam ,35,19.04418951467225
20,4.5,0,Jam ,38,12.417907729510214
28,4.8,0,Jam ,29,10.866261860252465
22,4.5,0,Low ,28,16.72146713386678
23,4.6,0,Jam ,26,11.7201820562766
27,4.6,0,Jam ,35,20.1790038579344
28,4.7,0,Medium ,27,19.660674820505182
23,4.8,0,Jam ,27,9.121136119007357
31,4.6,0,Low ,43,12.237791614953776
31,4.7,0,Jam ,40,10.7247504620892
21,4.8,0,Low ,20,10.881431822897348
21,4.5,0,Jam ,17,4.656557579526109
23,4.5,0,Jam ,20,9.326616887691982
35,5.0,0,Low ,17,9.074821802235206
20,4.9,0,Low ,24,16.600272418716134
26,4.6,0,Low ,22,10.602504075521262
24,4.9,0,Low ,19,9.074377511954912
23,4.7,0,Jam ,19,19.660674820505182
22,4.8,0,Medium ,16,13.789485362668817
25,4.8,0,Medium ,21,9.08796550099215
25,5.0,0,Low ,10,19.66102221351616
23,4.8,0,Medium ,15,9.07483668317614
26,4.8,0,Jam ,36,17.073026289576344
23,4.7,0,Low ,11,9.177805334975702
34,4.8,0,Jam ,27,4.588387205631515
29,4.8,0,Medium ,17,10.867473946257949
28,4.9,0,Jam ,22,10.72328694561439
27,5.0,0,Jam ,21,7.545174704279468
32,4.5,0,Jam ,40,20.18263448828905
25,4.5,0,Jam ,11,7.601800335287504
21,4.5,0,Low ,13,20.068684908541563
34,4.8,0,Low ,20,10.568447337516549
31,4.9,0,Low ,24,9.349055143178814
21,4.7,0,Low ,15,7.452607659413802
22,4.9,0,Low ,10,12.23475004887418
35,4.9,0,Medium ,22,13.611163547924193
36,4.6,0,Jam ,34,7.761839422231013
38,4.2,0,Jam ,37,12.162306145026175
38,4.5,0,Jam ,26,7.64855794803475
38,4.6,0,Jam ,42,12.10028759796349
21,4.9,0,Low ,25,20.20622646860332
38,4.1,0,Jam ,32,9.121796529129552
31,4.4,0,Medium ,40,16.60641616165777
20,4.5,0,Medium ,13,4.494166054278542
26,4.4,0,Low ,28,9.313614930045931
32,4.6,0,Jam ,26,13.970652398507305
31,4.7,0,Jam ,47,7.448318246646345
30,4.633987384377571,0,Jam ,19,9.07552130670033
39,4.7,0,Low ,27,7.600994631279559
36,4.5,0,Low ,37,10.587815903596116
20,4.7,0,Low ,17,13.902692073532712
25,5.0,0,Jam ,12,4.528158738618852
38,4.9,0,Low ,15,4.674318853799868
25,4.9,0,Medium ,25,10.427299401116027
20,4.5,0,Medium ,14,4.5611123691102575
38,4.8,0,Low ,17,13.969760212920004
21,4.6,0,Low ,22,16.820660300172367
38,4.6,0,Low ,15,9.348403335600413
20,4.8,0,Jam ,18,4.46841244227304
23,4.8,0,Low ,10,8.938093973575764
34,4.8,0,Medium ,22,12.23679066271654
29,4.9,0,Jam ,17,20.55631006331544
29,4.8,0,Jam ,19,17.076712975317122
39,4.8,0,Jam ,28,7.448970151370519
31,4.6,0,Low ,20,7.762635434555557
28,4.7,0,Jam ,24,10.707675026121008
29,4.7,0,Low ,16,4.540574387939176
27,4.7,0,Jam ,28,7.549912894307232
36,4.0,0,Jam ,34,4.657857733414585
22,4.9,0,Jam ,11,7.683850219355185
25,4.7,0,Jam ,18,20.96904515828593
26,4.9,0,Low ,19,16.64730692017011
35,4.1,0,Low ,39,20.1790330455349
37,4.1,0,Low ,32,16.722534467284902
26,4.5,0,Low ,19,9.19295116623266
34,4.7,0,Jam ,27,13.631343697769548
35,4.0,0,Jam ,39,10.642018862909577
22,4.8,0,Jam ,28,8.789865759762327
20,4.7,0,Medium ,26,13.681631975439153
26,4.6,0,Jam ,30,7.440930174191314
25,4.9,0,Low ,23,12.463962426806004
24,4.9,0,Low ,20,13.58346027224392
21,4.1,0,Jam ,37,10.7567700708531
21,5.0,0,Jam ,33,4.657649166525856
30,4.8,0,Jam ,28,9.348448896514574
25,4.5,0,Low ,17,12.100062421112629
21,4.8,0,Low ,25,16.830914549975525
23,4.6,0,Low ,21,20.253054208319305
32,4.5,0,Jam ,30,7.661373719271062
20,4.8,0,Low ,18,13.68251629861621
26,4.9,0,Jam ,22,12.161131350457415
26,4.6,0,Low ,18,16.83090555193195
25,4.8,0,Medium ,36,10.64218546230384
25,4.9,0,Jam ,17,4.560928430389765
27,4.2,0,Low ,23,7.646104747781116
33,4.8,0,Jam ,29,16.721971571216834
31,4.5,0,Jam ,42,10.568365699173146
29,4.6,0,Jam ,24,9.178138374826863
21,5.0,0,Jam ,25,4.657528074365806
36,4.4,0,Jam ,33,10.867473946257949
32,4.6,0,Jam ,44,17.097526527692075
38,4.6,0,Jam ,31,9.05609596283229
31,4.2,0,Low ,37,12.435806041107671
20,4.8,0,Medium ,29,19.688407408835204
26,4.9,0,Low ,10,7.790172210699377
24,4.9,0,Jam ,15,10.602467987636455
37,4.6,0,Medium ,29,7.772207463651324
29,4.9,0,Jam ,15,9.2629432503399
28,4.7,0,Jam ,36,7.684155416987028
23,4.1,0,Low ,15,4.663545219253157
24,4.9,0,Low ,10,9.087720328227173
27,4.7,0,Jam ,18,10.56497410143058
34,4.6,0,Jam ,25,10.880905305350565
35,4.9,0,Medium ,15,7.652510173830987
22,4.6,0,Low ,18,9.348072739966469
38,4.5,0,Low ,18,8.929198703984081
29,4.3,0,Jam ,32,13.681631975439153
27,4.8,0,Low ,18,4.656945386797736
24,4.8,0,Low ,23,10.865882927704826
30,4.633987384377571,0,Jam ,11,4.674324005770218
29,4.9,0,Low ,26,19.9161946563934
21,4.9,0,Low ,15,4.610285665817257
25,4.9,0,Medium ,16,4.589124571667179
20,4.0,0,Jam ,31,12.294166376547112
20,4.7,0,Low ,18,10.444971529833309
35,4.6,0,Jam ,41,19.883974328452386
30,4.0,0,Jam ,35,20.253686339608112
28,4.5,0,Jam ,15,19.880040740616963
31,4.8,0,Jam ,29,9.121874253580089
22,4.7,0,Jam ,36,20.827858021771974
24,4.9,0,Jam ,26,13.771132894840555
20,4.8,0,Low ,20,10.602459395244589
31,4.9,0,Jam ,42,13.407238587772753
26,4.6,0,Medium ,27,9.05609596283229
25,4.8,0,Jam ,45,16.38450239784971
23,4.7,0,Medium ,23,7.772809995163894
22,4.2,0,Jam ,37,4.632263050845337
37,4.3,0,Jam ,41,16.36837625827374
22,4.9,0,Jam ,33,16.36831020959802
29,4.9,0,Jam ,20,7.645374027131565
39,4.1,0,Jam ,39,20.85711532397441
20,5.0,0,Jam ,41,12.233239995042188
30,4.633987384377571,0,Low ,17,10.756185975507623
30,4.2,0,Medium ,37,12.48453417470451
27,4.8,0,Low ,16,20.253785359404407
22,4.9,0,Low ,23,17.07799910034289
23,4.3,0,Jam ,32,7.601800335287504
27,4.5,0,Medium ,10,7.77259623624236
21,4.9,0,Jam ,22,19.915298664415023
21,4.8,0,Medium ,27,10.427235658128271
37,4.2,0,Jam ,36,7.546781220269444
21,4.7,0,Jam ,34,19.91300954557968
22,4.9,0,Jam ,15,16.72146713386678
24,4.7,0,Low ,14,10.703215446997154
37,4.2,0,Jam ,39,10.417148727583983
29,4.7,0,Low ,19,10.881197530967802
27,4.6,0,Medium ,26,9.314907489130784
22,5.0,0,Low ,10,10.865464603565286
31,4.9,0,Medium ,22,17.07661742735352
32,4.9,0,Medium ,16,9.121491544261191
22,4.8,0,Jam ,39,13.788169484166888
24,4.6,0,Low ,27,12.4350051146872
35,4.4,0,Jam ,37,7.573406194882846
31,4.6,0,Medium ,25,8.9401677198572
21,4.9,0,Jam ,20,4.657999585180681
38,4.8,0,Low ,16,9.05552527622818
23,4.6,0,Low ,23,13.989147573014456
35,4.5,0,Low ,20,10.808376827737591
22,4.8,0,Jam ,26,7.802839040593844
21,4.7,0,Low ,12,9.07462863133455
38,4.9,0,Jam ,33,7.683808718198486
27,4.1,0,Jam ,32,20.17741678830168
21,4.8,0,Medium ,24,10.564596934473505
23,4.6,0,Low ,17,20.253751744854164
22,4.7,0,Low ,22,10.868838189937255
23,4.6,0,Jam ,24,19.76074372632825
28,4.9,0,Low ,15,12.161016218726632
30,4.6,0,Low ,17,17.07503549047646
32,4.1,0,Jam ,39,12.099896960400065
22,4.4,0,Jam ,37,14.021726512772071
21,4.6,0,Low ,20,13.97213114305473
37,4.8,0,Low ,15,9.177855596170374
20,4.7,0,Jam ,22,13.68160171921068
23,4.6,0,Jam ,18,17.138105845732422
31,4.6,0,Low ,15,10.427215010234788
21,4.8,0,Low ,11,13.582583564752932
34,4.6,0,Medium ,27,9.08798010801896
22,4.9,0,Low ,13,13.631449198575298
29,4.9,0,Jam ,28,13.768718508559193
25,4.8,0,Medium ,17,10.723264171926836
25,4.8,0,Jam ,10,9.349055143178814
23,4.6,0,Jam ,20,19.76074372632825
30,4.8,0,Medium ,19,7.562950099415819
29,4.6,0,Low ,14,4.658182487603051
27,4.7,0,Jam ,22,7.650862810433863
24,4.9,0,Jam ,19,19.36256167934696
21,4.6,0,Low ,16,7.660898978564715
27,4.8,0,Low ,11,8.790251284994039
39,5.0,0,Low ,24,4.469620874191723
26,4.8,0,Low ,19,16.63859018344303
26,4.7,0,Jam ,21,16.722534467284902
31,4.9,0,Low ,18,20.55759081003591
22,4.6,0,Low ,23,9.08018733095098
26,4.9,0,Low ,15,16.852086415566685
22,4.7,0,Jam ,22,20.85246332439268
35,4.9,0,Medium ,30,9.313017158582811
24,4.8,0,Medium ,18,9.349055143178814
24,4.7,0,Jam ,10,9.055898607628295
24,4.6,0,Low ,19,16.63562921856997
26,4.7,0,Jam ,20,7.719304592165903
37,4.6,0,Low ,19,7.601681384643605
20,4.6,0,Jam ,27,12.116848261147236
20,5.0,0,Low ,20,16.824864366788066
31,4.8,0,Low ,18,17.073813051322368
31,4.7,0,Jam ,30,20.253101372645908
28,4.7,0,Jam ,16,16.412649595856724
24,4.6,0,Medium ,17,4.587761378416491
34,4.8,0,Low ,23,11.916679299181896
24,4.8,0,Jam ,23,11.936879026165077
22,4.9,0,Jam ,22,4.631964405090116
25,4.7,0,Low ,12,16.90260949275404
39,4.8,0,Medium ,19,9.32656183784905
25,4.8,0,Jam ,26,16.851875921866853
25,4.7,0,Jam ,27,9.313449926392334
26,4.8,0,Jam ,16,10.92434498212485
27,4.5,0,Low ,11,4.596439723067659
23,4.8,0,Low ,12,7.490099871619829
37,4.6,0,Jam ,29,7.772038818887774
20,4.5,0,Jam ,28,12.41700384245946
32,4.8,0,Low ,22,20.18117214083254
33,4.2,0,Jam ,31,13.78786023937806
22,4.9,0,Low ,14,4.596951628783533
21,4.4,0,Jam ,34,4.674266565414237
35,4.3,0,Jam ,32,20.20622646860332
29,4.5,0,Jam ,27,10.757554773074547
38,5.0,0,Jam ,35,20.183799025976544
26,4.9,0,Jam ,23,10.86621515291864
29,4.6,0,Low ,19,4.560890657664831
31,4.7,0,Low ,21,10.868838189937255
24,4.5,0,Jam ,20,9.07448631637429
27,4.9,0,Jam ,26,9.327028547146774
32,4.3,0,Medium ,32,10.90632461534921
28,4.5,0,Low ,19,7.772241720132077
20,4.6,0,Low ,13,12.256834609915533
28,4.6,0,Medium ,21,7.460568315916101
22,4.6,0,Low ,14,20.18206889801736
28,4.5,0,Jam ,12,4.591636072762645
28,4.7,0,Low ,20,13.68237887662272
28,4.7,0,Low ,11,16.384324359300173
22,4.5,0,Low ,24,13.682048188096047
36,4.9,0,Jam ,30,20.851557402508245
30,4.633987384377571,0,Medium ,34,16.38433434410925
24,4.8,0,Low ,18,7.761780025927878
22,4.6,0,Medium ,21,9.31441979709706
20,4.6,0,Jam ,22,19.87838985946525
23,4.7,0,Medium ,22,12.162428272833358
23,4.6,0,Low ,17,7.448626618450645
29,4.6,0,Jam ,15,9.220581826061352
36,4.9,0,Low ,28,12.352576040588678
39,4.6,0,Low ,38,10.711185800828456
26,4.9,0,Low ,12,9.05600430654796
20,4.7,0,Jam ,17,13.787803344105049
22,4.7,0,Low ,11,13.40589201844596
20,4.7,0,Jam ,16,9.07474467490115
22,4.9,0,Jam ,19,20.17774245116244
24,4.8,0,Medium ,23,4.596877705335208
25,4.7,0,Low ,28,16.721971571216834
32,4.4,0,Medium ,33,9.193014471524188
26,5.0,0,Medium ,24,7.562069972371811
20,4.0,0,Low ,15,9.0566729849017
22,4.6,0,Low ,11,9.17632585459494
28,4.9,0,Medium ,16,7.563061700619866
29,4.6,0,Medium ,14,4.40568094856373
35,5.0,0,Jam ,36,11.91699472170957
23,4.8,0,Jam ,15,9.122100805773137
21,4.8,0,Jam ,27,12.256421318332093
25,4.7,0,Medium ,16,9.077679565888351
22,4.6,0,Low ,15,7.659687719269464
34,4.4,0,Jam ,37,10.64105700981346
39,4.6,0,Low ,26,13.40588385140084
21,4.9,0,Low ,22,13.97012299827187
27,4.9,0,Jam ,18,10.72328694561439
36,4.9,0,Low ,26,7.448318246646345
29,5.0,0,Jam ,27,12.42069253972062
28,4.7,0,Low ,15,10.867908640083485
24,4.8,0,Low ,11,16.635518179553937
28,4.6,0,Low ,16,16.82215560890587
39,4.6,0,Low ,24,9.180904864024484
30,4.633987384377571,0,Low ,11,12.073402311702822
20,4.9,0,Low ,21,10.587588203134914
21,4.6,0,Low ,20,10.586817607364964
20,4.8,0,Low ,20,10.485603735009615
34,4.7,0,Low ,21,19.36770197217292
22,4.7,0,Jam ,22,4.561152341233
25,4.9,0,Medium ,43,20.20634606751237
23,4.9,0,Medium ,20,13.969760212920004
21,4.5,0,Jam ,28,4.561113588295808
31,4.0,0,Jam ,38,13.989532967345792
26,4.9,0,Low ,10,11.917128700178935
35,5.0,0,Low ,24,13.217038837204829
37,4.5,0,Low ,23,10.757014337820364
34,4.5,0,Low ,27,19.87987067718165
29,4.7,0,Jam ,21,7.761350404777148
25,4.3,0,Low ,22,9.055361317559612
38,4.1,0,Jam ,38,12.237167878346112
25,4.1,0,Medium ,38,16.60104618926184
36,4.7,0,Jam ,29,12.463861441944278
27,4.6,0,Low ,14,4.537400480002839
28,4.5,0,Jam ,18,12.419848148200396
32,4.9,0,Low ,23,12.23679066271654
28,5.0,0,Low ,22,4.596745626546727
27,4.9,0,Low ,16,12.116848261147236
28,4.5,0,Medium ,14,9.0559811178994
25,4.6,0,Low ,16,20.206316416237257
31,4.7,0,Medium ,17,4.610471742497747
26,4.7,0,Jam ,34,12.256046316036096
35,4.0,0,Medium ,31,13.828140500219924
31,4.4,0,Low ,36,13.680908173498612
30,4.8,0,Low ,25,4.476810955231423
27,5.0,0,Low ,13,9.314965469384536
23,4.5,0,Low ,11,9.192881349171463
39,4.7,0,Low ,18,9.220397882627973
27,4.6,0,Jam ,20,4.657671709622668
29,4.5,0,Low ,21,4.471739411088188
39,4.8,0,Medium ,23,10.562878909614245
24,4.9,0,Medium ,23,12.072385194251314
22,4.3,0,Low ,28,4.54421184221239
27,4.9,0,Low ,27,10.642019063624632
27,4.2,0,Jam ,32,16.3657215359209
29,4.9,0,Low ,11,9.122016850345572
33,4.7,0,Low ,22,20.17670902441128
26,4.9,0,Jam ,13,4.537400480002839
34,4.5,0,Low ,18,13.406088270748027
29,4.6,0,Low ,13,12.09935457437732
30,4.3,0,Jam ,35,13.9688420219815
23,4.8,0,Medium ,23,19.88336063131701
28,5.0,0,Jam ,35,7.573523734959877
31,4.7,0,Low ,29,10.428148593665902
36,4.8,0,Low ,17,4.610035603064676
24,4.3,0,Jam ,33,7.660840812579067
30,4.2,0,Jam ,32,4.6103798438105015
35,4.4,0,Low ,38,20.20634489511086
23,4.7,0,Low ,19,13.97012299827187
27,5.0,0,Low ,17,12.1168861864509
23,4.6,0,Medium ,27,16.83090555193195
22,4.9,0,Medium ,34,19.883251553090453
23,4.6,0,Jam ,23,9.192770952367509
33,4.7,0,Medium ,27,4.528570754340881
24,4.1,0,Low ,17,7.761780025927878
26,5.0,0,Low ,15,4.657619912583141
29,4.7,0,Jam ,40,13.583068670221184
20,5.0,0,Jam ,26,4.527261449611571
26,4.7,0,Low ,22,10.564409665936257
29,4.7,0,Medium ,10,7.549912894307232
27,4.3,0,Jam ,35,16.636744591757516
27,5.0,0,Low ,13,8.938097379272214
33,4.1,0,Jam ,47,20.17984922048671
29,4.6,0,Medium ,23,20.18116177501076
22,4.5,0,Low ,18,20.206808073829723
26,4.8,0,Jam ,17,20.253258047971475
27,4.8,0,Low ,25,12.25659774837719
34,4.7,0,Medium ,42,20.25292440884292
35,4.7,0,Jam ,26,7.448318246646345
20,4.8,0,Low ,15,4.674295333402009
30,4.5,0,Low ,32,20.20593639010851
34,4.5,0,Low ,18,19.97456846941361
29,4.7,0,Low ,19,9.05602427660432
28,4.8,0,Low ,11,11.719801270682188
20,4.7,0,Jam ,18,9.348068923957497
25,4.7,0,Medium ,36,12.464189804888846
37,5.0,0,Low ,16,7.77225332078954
27,4.7,0,Jam ,29,7.448560816250212
33,5.0,0,Jam ,31,9.315745106654598
32,4.8,0,Jam ,27,13.680908173498612
30,4.3,0,Medium ,32,12.072385194251314
21,4.6,0,Jam ,14,9.326827803267657
24,4.6,0,Low ,23,12.103166362971136
37,4.7,0,Low ,23,10.705559922566456
36,4.2,0,Low ,34,9.315035594391093
38,4.8,0,Medium ,35,16.824772113290635
35,4.3,0,Low ,36,19.91724841562151
35,4.3,0,Jam ,32,7.573523734959877
26,4.9,0,Low ,18,19.97664402110063
30,4.7,0,Jam ,26,7.660678233356875
24,4.3,0,Medium ,37,16.381598593229207
26,4.9,0,Jam ,28,8.938097379272214
37,4.5,0,Jam ,28,7.448412468315716
26,5.0,0,Jam ,24,17.076790574938283
29,4.8,0,Low ,22,10.641051310090049
22,4.9,0,Jam ,29,12.09912231397992
21,4.6,0,Jam ,33,9.193014471524188
35,4.9,0,Low ,15,8.810784525590858
27,4.8,0,Jam ,29,12.420599246629008
35,4.6,0,Low ,21,10.90643255262644
27,4.6,0,Medium ,12,4.610405795666957
34,4.8,0,Medium ,33,9.34829880727656
39,4.6,0,Low ,18,4.560738018286098
33,4.6,0,Jam ,25,7.772241950893024
29,4.6,0,Low ,15,4.537601589056553
28,4.8,0,Low ,13,7.601368937453503
31,4.3,0,Jam ,46,17.137377985712533
33,4.8,0,Low ,28,12.418029174685827
20,4.7,0,Low ,13,10.586484616287285
26,4.9,0,Jam ,29,16.388699354578904
36,4.8,0,Low ,30,16.659440578995092
30,4.1,0,Jam ,48,16.641014928009927
34,4.6,0,Medium ,30,7.601385733039289
38,4.7,0,Low ,18,19.36274047132508
25,4.6,0,Jam ,30,4.494166054278542
34,4.9,0,Low ,25,16.637054385126174
21,4.7,0,Medium ,14,7.601362670000808
32,4.4,0,Medium ,32,19.883251553090453
39,4.6,0,Medium ,17,4.560903159354934
25,4.8,0,Low ,19,13.89593366311103
23,5.0,0,Jam ,30,10.923515441533596
25,4.6,0,Low ,14,4.469312020898536
21,4.7,0,Low ,13,9.349055143178814
27,4.8,0,Jam ,27,12.463970104701009
22,5.0,0,Jam ,24,7.546888128409651
28,4.6,0,Low ,18,10.427667505088136
32,4.9,0,Jam ,41,20.18125982651327
25,4.8,0,Medium ,21,11.91670500540994
33,4.7,0,Low ,28,16.83409066351988
23,4.6,0,Low ,15,10.725034637732772
26,4.9,0,Low ,10,9.07468416416867
26,4.8,0,Low ,13,4.656811824103536
25,4.6,0,Low ,10,9.175565156789396
23,4.8,0,Low ,19,13.7627543622447
31,4.8,0,Low ,18,13.583267698991486
21,4.8,0,Low ,15,9.313300003274572
22,5.0,0,Jam ,16,10.880364286559582
23,4.7,0,Medium ,25,14.0222959615797
37,4.6,0,Medium ,39,17.097651549659766
20,4.9,0,Low ,11,19.883974328452386
37,4.9,0,Jam ,46,4.406256769985828
39,4.7,0,Medium ,19,9.088005113659175
24,5.0,0,Low ,10,9.19302787438814
27,4.8,0,Low ,24,12.463962426806004
28,4.6,0,Low ,24,13.97394708068209
33,4.6,0,Low ,28,19.36254180416025
28,5.0,0,Low ,10,9.314907489130784
26,4.1,0,Low ,17,7.573435919830353
33,4.1,0,Jam ,32,16.903293213319177
30,4.8,0,Jam ,26,9.121375405730348
25,4.8,0,Low ,10,10.48570041905221
22,4.9,0,Medium ,25,7.683808718198486
30,4.4,0,Jam ,43,16.383856071713193
29,4.3,0,Jam ,35,16.60006663596523
36,5.0,0,Jam ,39,12.420345124534188
24,4.7,0,Jam ,11,9.34811247534477
26,4.5,0,Jam ,10,9.314965469384536
36,4.6,0,Medium ,32,12.161069532227554
25,4.7,0,Low ,22,12.464390099249783
24,4.1,0,Jam ,31,7.448560816250212
37,4.8,0,Low ,15,9.074342228788096
24,4.7,0,Jam ,36,11.917680463943292
36,4.9,0,Low ,15,13.828140500219924
32,4.9,0,Medium ,21,13.1849122858722
20,4.6,0,Low ,18,8.937919334982558
27,4.9,0,Low ,15,7.573462889127393
31,4.0,0,Low ,31,9.220397882627973
26,4.1,0,Jam ,32,12.417550915993964
28,4.9,0,Medium ,28,10.865776701496644
21,4.6,0,Low ,20,13.611566721969774
21,4.7,0,Low ,17,4.537571349626826
26,4.9,0,Jam ,19,12.292885177628904
27,4.6,0,Low ,19,12.09912231397992
31,4.3,0,Jam ,34,7.763504337369489
25,4.7,0,Low ,19,16.84990409554858
32,4.6,0,Low ,15,10.756990051168064
24,4.7,0,Low ,24,17.09797235004466
24,5.0,0,Low ,15,4.528158738618852
30,5.0,0,Low ,19,17.07799910034289
28,4.8,0,Low ,26,17.09875410823284
31,4.1,0,Jam ,40,13.583267698991486
37,4.6,0,Jam ,38,16.721157280671385
34,4.8,0,Low ,19,7.683744769359007
31,4.9,0,Jam ,33,4.632302885686697
22,4.7,0,Low ,12,7.7905252670597775
26,4.7,0,Low ,11,13.621222330054616
24,4.2,0,Jam ,33,13.830084721978729
38,4.1,0,Medium ,37,10.427225703045648
26,4.9,0,Low ,19,4.537905322815778
25,5.0,0,Low ,18,16.383856071713193
35,4.8,0,Low ,17,7.763161027854463
28,4.7,0,Low ,20,16.827472772762793
29,4.5,0,Medium ,13,9.348403335600413
25,4.7,0,Medium ,15,7.64855794803475
25,4.6,0,Medium ,23,19.68839456317106
25,4.6,0,Medium ,10,7.660951720096165
36,4.0,0,Jam ,32,9.08796550099215
31,4.8,0,Low ,21,16.902051800336682
20,4.8,0,Jam ,25,19.761050003463488
20,4.9,0,Low ,14,12.1168861864509
34,5.0,0,Low ,19,13.76219700267536
29,4.9,0,Jam ,17,13.681378564119438
36,4.6,0,Medium ,30,4.527997212231997
25,4.9,0,Medium ,29,12.255014345101252
23,5.0,0,Low ,18,4.530419434704422
39,4.2,0,Jam ,43,13.631293132255529
37,4.8,0,Low ,22,4.469351491184606
22,4.9,0,Jam ,20,7.683892679749298
21,4.5,0,Low ,21,10.867434751252569
22,4.8,0,Jam ,24,19.34367674743731
22,4.8,0,Jam ,11,9.348493189920983
23,4.7,0,Jam ,21,9.0559811178994
39,4.6,0,Jam ,30,9.220397882627973
25,4.7,0,Medium ,13,7.343359922655231
30,4.8,0,Medium ,32,8.93858865314574
33,4.8,0,Low ,21,9.19211912115436
34,4.9,0,Low ,22,4.561265633196964
33,4.9,0,Low ,16,9.055860194603952
33,4.6,0,Medium ,30,13.583078662253776
21,4.8,0,Low ,14,13.990019508254212
24,4.8,0,Low ,14,9.121499067457902
36,4.7,0,Low ,27,19.04199289740866
38,4.7,0,Low ,26,16.63487011829542
20,4.7,0,Medium ,21,4.544085706065483
27,5.0,0,Low ,17,12.073551890528492
24,4.9,0,Jam ,19,20.55502636438891
31,4.6,0,Jam ,35,7.651064458328904
34,5.0,0,Jam ,45,20.18116177501076
26,4.6,0,Medium ,15,7.5673711730959266
20,5.0,0,Low ,16,9.314908769693815
34,4.8,0,Jam ,28,13.40588385140084
27,4.0,0,Jam ,34,9.348433430142975
35,4.9,0,Medium ,18,7.772096240804917
34,4.7,0,Low ,29,12.116950608801538
38,4.7,0,Medium ,48,13.406475654824082
33,5.0,0,Low ,23,16.38450239784971
34,4.6,0,Jam ,47,17.07678711642128
21,4.6,0,Low ,18,19.761880035357223
37,4.8,0,Low ,22,19.975286862269925
27,4.9,0,Medium ,18,16.72238039072603
26,5.0,0,Low ,16,13.405500819598236
21,4.5,0,Low ,28,19.67503658030707
26,4.9,0,Low ,10,12.23632280941481
38,4.8,0,Low ,18,9.081848161653364
21,4.7,0,Jam ,40,16.600954249573757
30,4.7,0,Low ,18,4.674266565414237
37,4.9,0,Jam ,39,4.657159717382608
32,4.9,0,Low ,20,12.256421318332093
28,4.7,0,Medium ,20,20.85227088043068
